track_id,track_name,album,artist,plist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
00B7TZ0Xawar6NZ00JFomN,Best Life (feat. Chance The Rapper),Invasion of Privacy,Cardi B,Matt Music,0.62,0.625,9,-7.438,1,0.553,0.287,0.0,0.314,0.665,167.911,audio_features,spotify:track:00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/tracks/00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/audio-analysis/00B7TZ0Xawar6NZ00JFomN,284856,4
00EuUujhYCbZ4IeUuyvCh0,Tina,Lucky Charms,Mint Juul,Matt Music,0.746,0.574,1,-13.037,1,0.221,0.016,0.0,0.107,0.834,135.032,audio_features,spotify:track:00EuUujhYCbZ4IeUuyvCh0,https://api.spotify.com/v1/tracks/00EuUujhYCbZ4IeUuyvCh0,https://api.spotify.com/v1/audio-analysis/00EuUujhYCbZ4IeUuyvCh0,187037,4
00HMEiBMDkbNCHLJL6zqVk,Christmas In Harlem,Christmas In Harlem,Kanye West,Matt Music,0.53,0.787,1,-4.769,0,0.183,0.254,0.0,0.125,0.816,85.893,audio_features,spotify:track:00HMEiBMDkbNCHLJL6zqVk,https://api.spotify.com/v1/tracks/00HMEiBMDkbNCHLJL6zqVk,https://api.spotify.com/v1/audio-analysis/00HMEiBMDkbNCHLJL6zqVk,236213,4
00YAhmYqomnoWd7ogDUtXU,I'm Back,I'm Back,T.I.,Matt Music,0.581,0.819,4,-3.834,0,0.317,0.141,0.0,0.325,0.561,154.287,audio_features,spotify:track:00YAhmYqomnoWd7ogDUtXU,https://api.spotify.com/v1/tracks/00YAhmYqomnoWd7ogDUtXU,https://api.spotify.com/v1/audio-analysis/00YAhmYqomnoWd7ogDUtXU,219888,4
00kYtO6UJq0q9aJ1n3iY1c,Girls @ (feat. Chance the Rapper),Girls @ (feat. Chance the Rapper),Joey Purp,Matt Music,0.939,0.579,4,-6.161,0,0.271,0.00835,4.78e-05,0.0914,0.635,110.031,audio_features,spotify:track:00kYtO6UJq0q9aJ1n3iY1c,https://api.spotify.com/v1/tracks/00kYtO6UJq0q9aJ1n3iY1c,https://api.spotify.com/v1/audio-analysis/00kYtO6UJq0q9aJ1n3iY1c,212774,4
00ko9WaS4jOX1kEk3gvHjf,Hot Shower,The Big Day,Chance the Rapper,Matt Music,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,audio_features,spotify:track:00ko9WaS4jOX1kEk3gvHjf,https://api.spotify.com/v1/tracks/00ko9WaS4jOX1kEk3gvHjf,https://api.spotify.com/v1/audio-analysis/00ko9WaS4jOX1kEk3gvHjf,225924,4
00ogmsZiK6dB0QVUDBeehZ,Soliloquy,Cilvia Demo,Isaiah Rashad,Matt Music,0.361,0.793,0,-2.008,1,0.0507,0.0111,0.0,0.223,0.314,76.082,audio_features,spotify:track:00ogmsZiK6dB0QVUDBeehZ,https://api.spotify.com/v1/tracks/00ogmsZiK6dB0QVUDBeehZ,https://api.spotify.com/v1/audio-analysis/00ogmsZiK6dB0QVUDBeehZ,106463,4
01A7PEPSnmtixFPfB2UTal,Buy The World,Buy The World,Mike WiLL Made-It,Matt Music,0.793,0.631,11,-6.109,0,0.0998,0.0406,0.000478,0.207,0.231,119.971,audio_features,spotify:track:01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/tracks/01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/audio-analysis/01A7PEPSnmtixFPfB2UTal,226693,4
01ADMjKzsqzXYN7Ddtu1cl,Crave You,Down To Earth,Flight Facilities,Matt Music,0.924,0.485,1,-8.985,0,0.082,0.105,0.0,0.076,0.325,120.034,audio_features,spotify:track:01ADMjKzsqzXYN7Ddtu1cl,https://api.spotify.com/v1/tracks/01ADMjKzsqzXYN7Ddtu1cl,https://api.spotify.com/v1/audio-analysis/01ADMjKzsqzXYN7Ddtu1cl,234787,4
01Ch5LzVStxCFPKkT1xg6k,sweet sweet,Birds In The Trap Sing McKnight,Travis Scott,Matt Music,0.733,0.578,0,-5.245,0,0.0417,0.0859,1.19e-06,0.403,0.447,142.028,audio_features,spotify:track:01Ch5LzVStxCFPKkT1xg6k,https://api.spotify.com/v1/tracks/01Ch5LzVStxCFPKkT1xg6k,https://api.spotify.com/v1/audio-analysis/01Ch5LzVStxCFPKkT1xg6k,222318,4
01DOm09B2AbiTARAbXVI6g,CHopstix (with Travis Scott),CHopstix (with Travis Scott),ScHoolboy Q,Matt Music,0.958,0.6,9,-6.996,0,0.118,0.0391,0.0,0.274,0.607,127.933,audio_features,spotify:track:01DOm09B2AbiTARAbXVI6g,https://api.spotify.com/v1/tracks/01DOm09B2AbiTARAbXVI6g,https://api.spotify.com/v1/audio-analysis/01DOm09B2AbiTARAbXVI6g,181153,4
01Hom51ADUOZVNj5MWph40,Parents,Nostalgic 64,Denzel Curry,Matt Music,0.761,0.724,2,-7.698,1,0.304,0.0954,9.88e-05,0.562,0.246,114.08,audio_features,spotify:track:01Hom51ADUOZVNj5MWph40,https://api.spotify.com/v1/tracks/01Hom51ADUOZVNj5MWph40,https://api.spotify.com/v1/audio-analysis/01Hom51ADUOZVNj5MWph40,182632,4
01IQ4aQgOf0Kkq3a273hmO,Funky Friday,Funky Friday,Dave,ldn twn,0.975,0.535,1,-7.227,1,0.196,0.0783,0.0,0.107,0.671,125.066,audio_features,spotify:track:01IQ4aQgOf0Kkq3a273hmO,https://api.spotify.com/v1/tracks/01IQ4aQgOf0Kkq3a273hmO,https://api.spotify.com/v1/audio-analysis/01IQ4aQgOf0Kkq3a273hmO,182741,4
01UYpHuzHi4eB9PAbDoPY2,Summer Breeze,Seals & Crofts' Greatest Hits,Seals and Crofts,Old Man,0.49,0.581,5,-6.566,1,0.0387,0.553,0.0177,0.0764,0.318,88.719,audio_features,spotify:track:01UYpHuzHi4eB9PAbDoPY2,https://api.spotify.com/v1/tracks/01UYpHuzHi4eB9PAbDoPY2,https://api.spotify.com/v1/audio-analysis/01UYpHuzHi4eB9PAbDoPY2,205480,4
01oPNCtTniFT3YM4K3ksTf,Opposite of Adults,The Preview,Chiddy Bang,Best of the Best of the Best,0.674,0.899,9,-5.115,1,0.193,0.011,0.0,0.327,0.604,95.999,audio_features,spotify:track:01oPNCtTniFT3YM4K3ksTf,https://api.spotify.com/v1/tracks/01oPNCtTniFT3YM4K3ksTf,https://api.spotify.com/v1/audio-analysis/01oPNCtTniFT3YM4K3ksTf,191600,4
01ukVTKa6DhejzNulpoG2t,damn Right,a liquid breakfast,AUDREY NUNA,Matt Music,0.852,0.549,10,-7.31,0,0.317,0.0988,1.35e-06,0.122,0.666,162.027,audio_features,spotify:track:01ukVTKa6DhejzNulpoG2t,https://api.spotify.com/v1/tracks/01ukVTKa6DhejzNulpoG2t,https://api.spotify.com/v1/audio-analysis/01ukVTKa6DhejzNulpoG2t,164613,4
02DGz57a3TK3jNiibbnxaK,gucci linen (feat. 2 Chainz),cybersex,blackbear,Matt Music,0.837,0.684,10,-5.903,0,0.076,0.0453,0.0,0.306,0.583,120.022,audio_features,spotify:track:02DGz57a3TK3jNiibbnxaK,https://api.spotify.com/v1/tracks/02DGz57a3TK3jNiibbnxaK,https://api.spotify.com/v1/audio-analysis/02DGz57a3TK3jNiibbnxaK,212105,4
02IrbcCZfaMcKRWejgtvRo,I Got Money Now (feat. JID),BETTER,Deante' Hitchcock,Matt Music,0.835,0.68,11,-4.329,1,0.244,0.131,0.0,0.0782,0.703,132.95,audio_features,spotify:track:02IrbcCZfaMcKRWejgtvRo,https://api.spotify.com/v1/tracks/02IrbcCZfaMcKRWejgtvRo,https://api.spotify.com/v1/audio-analysis/02IrbcCZfaMcKRWejgtvRo,218800,4
02LAK7qT1wya0klSeNO96f,RoboCop,808s & Heartbreak,Kanye West,Matt Music,0.698,0.447,5,-8.04,0,0.102,0.157,0.00564,0.405,0.407,133.776,audio_features,spotify:track:02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/tracks/02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/audio-analysis/02LAK7qT1wya0klSeNO96f,274360,4
02sObHgWwieFWa9zWIi6gF,Relay,FM!,Vince Staples,Matt Music,0.772,0.837,2,-3.745,1,0.213,0.0524,0.0,0.585,0.27,160.024,audio_features,spotify:track:02sObHgWwieFWa9zWIi6gF,https://api.spotify.com/v1/tracks/02sObHgWwieFWa9zWIi6gF,https://api.spotify.com/v1/audio-analysis/02sObHgWwieFWa9zWIi6gF,137813,4
0301nLjG0ti26rx5ZmfqtP,"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",The Low End Theory,A Tribe Called Quest,Matt Music,0.795,0.596,2,-14.003,1,0.342,0.112,0.000176,0.111,0.618,101.78,audio_features,spotify:track:0301nLjG0ti26rx5ZmfqtP,https://api.spotify.com/v1/tracks/0301nLjG0ti26rx5ZmfqtP,https://api.spotify.com/v1/audio-analysis/0301nLjG0ti26rx5ZmfqtP,250133,4
03LlYPDjtLO3rBd1WaJ9aD,Kingdom Come,Kingdom Come,JAY-Z,Matt Music,0.453,0.941,8,-3.393,0,0.329,0.0461,0.0,0.0961,0.677,173.699,audio_features,spotify:track:03LlYPDjtLO3rBd1WaJ9aD,https://api.spotify.com/v1/tracks/03LlYPDjtLO3rBd1WaJ9aD,https://api.spotify.com/v1/audio-analysis/03LlYPDjtLO3rBd1WaJ9aD,263520,4
03j354P848KtNU2FVSwkDG,Real Life,Beauty Behind The Madness,The Weeknd,Matt Music,0.581,0.652,11,-5.039,0,0.0496,0.439,0.0,0.351,0.358,90.634,audio_features,spotify:track:03j354P848KtNU2FVSwkDG,https://api.spotify.com/v1/tracks/03j354P848KtNU2FVSwkDG,https://api.spotify.com/v1/audio-analysis/03j354P848KtNU2FVSwkDG,223373,4
0588kHJ34DF7ZvTyuo4Dnk,"They Don't Love You No More (feat. Jay-Z, Meek Mill, Rick Ross & French Montana)",I Changed A Lot (Deluxe),DJ Khaled,Matt Music,0.365,0.774,1,-3.701,1,0.259,0.0126,0.0,0.357,0.398,89.1,audio_features,spotify:track:0588kHJ34DF7ZvTyuo4Dnk,https://api.spotify.com/v1/tracks/0588kHJ34DF7ZvTyuo4Dnk,https://api.spotify.com/v1/audio-analysis/0588kHJ34DF7ZvTyuo4Dnk,250547,4
05VHidqx1tV6V7MsCdAIby,Lucifer,The Black Album,JAY-Z,Matt Music,0.551,0.927,6,-2.263,0,0.43,0.0508,0.0,0.0739,0.839,171.4,audio_features,spotify:track:05VHidqx1tV6V7MsCdAIby,https://api.spotify.com/v1/tracks/05VHidqx1tV6V7MsCdAIby,https://api.spotify.com/v1/audio-analysis/05VHidqx1tV6V7MsCdAIby,192040,4
05tFLPSXJ1BbqIXy4Jeqfh,End,channel ORANGE,Frank Ocean,Matt Music,0.476,0.299,2,-17.997,1,0.131,0.383,0.752,0.0878,0.384,119.487,audio_features,spotify:track:05tFLPSXJ1BbqIXy4Jeqfh,https://api.spotify.com/v1/tracks/05tFLPSXJ1BbqIXy4Jeqfh,https://api.spotify.com/v1/audio-analysis/05tFLPSXJ1BbqIXy4Jeqfh,134600,4
05zd5Nv0e02ZqrlC8A2cwx,United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,Matt Music,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,audio_features,spotify:track:05zd5Nv0e02ZqrlC8A2cwx,https://api.spotify.com/v1/tracks/05zd5Nv0e02ZqrlC8A2cwx,https://api.spotify.com/v1/audio-analysis/05zd5Nv0e02ZqrlC8A2cwx,255378,3
06DPYEqSX1jMaxvnXNVshB,Sensitive,Sensitive,Dreamer Isioma,Matt Music,0.612,0.616,7,-7.836,1,0.116,0.194,7.13e-05,0.185,0.372,89.66,audio_features,spotify:track:06DPYEqSX1jMaxvnXNVshB,https://api.spotify.com/v1/tracks/06DPYEqSX1jMaxvnXNVshB,https://api.spotify.com/v1/audio-analysis/06DPYEqSX1jMaxvnXNVshB,174720,4
06FCvd7rrRcF3DdvWH5Isp,LUST.,DAMN.,Kendrick Lamar,Matt Music,0.678,0.562,3,-9.197,0,0.508,0.193,0.0,0.104,0.566,94.241,audio_features,spotify:track:06FCvd7rrRcF3DdvWH5Isp,https://api.spotify.com/v1/tracks/06FCvd7rrRcF3DdvWH5Isp,https://api.spotify.com/v1/audio-analysis/06FCvd7rrRcF3DdvWH5Isp,307880,4
06UPCXzhIsXnceSXmKLMEY,Ether,Stillmatic,Nas,Matt Music,0.573,0.831,7,-5.586,1,0.433,0.0401,0.0,0.0909,0.766,76.352,audio_features,spotify:track:06UPCXzhIsXnceSXmKLMEY,https://api.spotify.com/v1/tracks/06UPCXzhIsXnceSXmKLMEY,https://api.spotify.com/v1/audio-analysis/06UPCXzhIsXnceSXmKLMEY,277707,4
06WD650Zt5MQ55kFMP2f3r,Fire Fly,Camp,Childish Gambino,Matt Music,0.624,0.881,11,-3.696,0,0.282,0.16,0.0,0.27,0.529,87.268,audio_features,spotify:track:06WD650Zt5MQ55kFMP2f3r,https://api.spotify.com/v1/tracks/06WD650Zt5MQ55kFMP2f3r,https://api.spotify.com/v1/audio-analysis/06WD650Zt5MQ55kFMP2f3r,203053,4
06Xh1KvQofFghlSt33mFjc,Wishful Thinking,FIRE ON MARZZ,BENEE,Matt Music,0.644,0.661,1,-6.161,0,0.0332,0.142,1.54e-06,0.177,0.55,82.023,audio_features,spotify:track:06Xh1KvQofFghlSt33mFjc,https://api.spotify.com/v1/tracks/06Xh1KvQofFghlSt33mFjc,https://api.spotify.com/v1/audio-analysis/06Xh1KvQofFghlSt33mFjc,213373,4
06h3McKzmxS8Bx58USHiMq,Silhouettes - Original Radio Edit,Silhouettes,Avicii,songs u go back to,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,audio_features,spotify:track:06h3McKzmxS8Bx58USHiMq,https://api.spotify.com/v1/tracks/06h3McKzmxS8Bx58USHiMq,https://api.spotify.com/v1/audio-analysis/06h3McKzmxS8Bx58USHiMq,211880,4
06nKF46jG8p1zwyP4ziAyG,Pears,Pears,Weston Estate,Matt Music,0.607,0.599,5,-6.481,0,0.0558,0.534,0.0,0.111,0.192,82.013,audio_features,spotify:track:06nKF46jG8p1zwyP4ziAyG,https://api.spotify.com/v1/tracks/06nKF46jG8p1zwyP4ziAyG,https://api.spotify.com/v1/audio-analysis/06nKF46jG8p1zwyP4ziAyG,141878,4
0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,channel ORANGE,Frank Ocean,Matt Music,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493,audio_features,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,304760,4
078C2jXg7XsMgW78Gfx1JA,SMUCKERS (feat. Lil Wayne & Kanye West),Cherry Bomb,"Tyler, The Creator",Matt Music,0.427,0.849,7,-2.945,1,0.348,0.015,0.00373,0.153,0.55,79.155,audio_features,spotify:track:078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/tracks/078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/audio-analysis/078C2jXg7XsMgW78Gfx1JA,334363,4
07B8uvXfEAiFlH4kc9PqGF,Fi's Theme,Legend of Zelda Ultimate Medley,String Player Gamer,Just Fuck Me Up Fam,0.248,0.347,4,-12.263,0,0.0346,0.0405,0.552,0.694,0.315,131.857,audio_features,spotify:track:07B8uvXfEAiFlH4kc9PqGF,https://api.spotify.com/v1/tracks/07B8uvXfEAiFlH4kc9PqGF,https://api.spotify.com/v1/audio-analysis/07B8uvXfEAiFlH4kc9PqGF,59831,4
07GilNHSfS5oicUgHgU7VG,Hype,Views,Drake,SHOTCLOCK BANGERS,0.787,0.635,4,-8.282,0,0.153,0.0255,0.0,0.356,0.238,130.014,audio_features,spotify:track:07GilNHSfS5oicUgHgU7VG,https://api.spotify.com/v1/tracks/07GilNHSfS5oicUgHgU7VG,https://api.spotify.com/v1/audio-analysis/07GilNHSfS5oicUgHgU7VG,209413,4
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,Roddy Ricch,Matt Music,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,audio_features,spotify:track:07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/tracks/07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/audio-analysis/07KXEDMj78x68D884wgVEm,220487,4
07q6QTQXyPRCf7GbLakRPr,Everlong,Greatest Hits,Foo Fighters,Best of the Best of the Best,0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,audio_features,spotify:track:07q6QTQXyPRCf7GbLakRPr,https://api.spotify.com/v1/tracks/07q6QTQXyPRCf7GbLakRPr,https://api.spotify.com/v1/audio-analysis/07q6QTQXyPRCf7GbLakRPr,249987,4
08VaVTsCjqSS5BlgGiYzej,Interlude,Tha Carter IV (Deluxe),Lil Wayne,Matt Music,0.665,0.905,10,-4.224,0,0.267,0.0197,0.0,0.209,0.532,130.864,audio_features,spotify:track:08VaVTsCjqSS5BlgGiYzej,https://api.spotify.com/v1/tracks/08VaVTsCjqSS5BlgGiYzej,https://api.spotify.com/v1/audio-analysis/08VaVTsCjqSS5BlgGiYzej,121227,4
08Wc3X7XNSyF8WYBPt2L8E,"Holiday (feat. Snoop Dogg, John Legend & Takeoff)",Funk Wav Bounces Vol.1,Calvin Harris,Matt Music,0.836,0.769,6,-2.334,0,0.0773,0.472,0.00157,0.0804,0.585,103.991,audio_features,spotify:track:08Wc3X7XNSyF8WYBPt2L8E,https://api.spotify.com/v1/tracks/08Wc3X7XNSyF8WYBPt2L8E,https://api.spotify.com/v1/audio-analysis/08Wc3X7XNSyF8WYBPt2L8E,169693,4
08X9m3tpcthgrItjPVAmCu,Devastated,Devastated,Joey Bada$$,Matt Music,0.837,0.481,10,-8.522,0,0.0801,0.12,0.0,0.309,0.578,122.98,audio_features,spotify:track:08X9m3tpcthgrItjPVAmCu,https://api.spotify.com/v1/tracks/08X9m3tpcthgrItjPVAmCu,https://api.spotify.com/v1/audio-analysis/08X9m3tpcthgrItjPVAmCu,208398,4
08azaGQ1YKWvajMDARPSeZ,Rap Up 2016,Rap Up 2016,Uncle Murda,Matt Music,0.668,0.824,7,-5.379,1,0.424,0.00742,0.0,0.277,0.638,92.135,audio_features,spotify:track:08azaGQ1YKWvajMDARPSeZ,https://api.spotify.com/v1/tracks/08azaGQ1YKWvajMDARPSeZ,https://api.spotify.com/v1/audio-analysis/08azaGQ1YKWvajMDARPSeZ,487314,4
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,Back In Black,AC/DC,Best of the Best of the Best,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4
08zJpaUQVi9FrKv2e32Bah,Planez,Late Nights: The Album,Jeremih,Matt Music,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,audio_features,spotify:track:08zJpaUQVi9FrKv2e32Bah,https://api.spotify.com/v1/tracks/08zJpaUQVi9FrKv2e32Bah,https://api.spotify.com/v1/audio-analysis/08zJpaUQVi9FrKv2e32Bah,240320,4
09W3YKEDiMFsX7QxWJm2zX,M.P.A.,King Push – Darkest Before Dawn: The Prelude,Pusha T,Matt Music,0.518,0.619,2,-9.241,0,0.456,0.313,0.0,0.313,0.334,168.591,audio_features,spotify:track:09W3YKEDiMFsX7QxWJm2zX,https://api.spotify.com/v1/tracks/09W3YKEDiMFsX7QxWJm2zX,https://api.spotify.com/v1/audio-analysis/09W3YKEDiMFsX7QxWJm2zX,285773,4
09xpQPfKWdio1wx6v17dGa,SAFARI,CALL ME IF YOU GET LOST,"Tyler, The Creator",Matt Music,0.471,0.71,1,-6.462,0,0.213,0.0618,1.7e-06,0.338,0.599,80.453,audio_features,spotify:track:09xpQPfKWdio1wx6v17dGa,https://api.spotify.com/v1/tracks/09xpQPfKWdio1wx6v17dGa,https://api.spotify.com/v1/audio-analysis/09xpQPfKWdio1wx6v17dGa,177743,4
0AFVQA2Ht64OzMAer4aQ8n,White Bronco,White Bronco,Action Bronson,Matt Music,0.449,0.667,11,-8.092,0,0.308,0.647,6.37e-06,0.113,0.085,80.751,audio_features,spotify:track:0AFVQA2Ht64OzMAer4aQ8n,https://api.spotify.com/v1/tracks/0AFVQA2Ht64OzMAer4aQ8n,https://api.spotify.com/v1/audio-analysis/0AFVQA2Ht64OzMAer4aQ8n,164906,4
0AHCCBAoWAsmMe79NEvfHq,Main Theme,Legend of Zelda Ultimate Medley,String Player Gamer,Just Fuck Me Up Fam,0.471,0.668,10,-8.164,1,0.0814,0.484,0.933,0.365,0.33,129.837,audio_features,spotify:track:0AHCCBAoWAsmMe79NEvfHq,https://api.spotify.com/v1/tracks/0AHCCBAoWAsmMe79NEvfHq,https://api.spotify.com/v1/audio-analysis/0AHCCBAoWAsmMe79NEvfHq,123344,4
0AOvNRgl0SMfOibWA5bP8o,Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,Matt Music,0.716,0.531,7,-7.355,1,0.157,0.0709,0.0,0.22,0.335,71.972,audio_features,spotify:track:0AOvNRgl0SMfOibWA5bP8o,https://api.spotify.com/v1/tracks/0AOvNRgl0SMfOibWA5bP8o,https://api.spotify.com/v1/audio-analysis/0AOvNRgl0SMfOibWA5bP8o,386907,4
0ATmjiSoHDCHeeQ9FcvZOW,The Return,The Return,Logic,Matt Music,0.8,0.956,11,-4.432,0,0.178,0.113,0.0,0.107,0.65,90.025,audio_features,spotify:track:0ATmjiSoHDCHeeQ9FcvZOW,https://api.spotify.com/v1/tracks/0ATmjiSoHDCHeeQ9FcvZOW,https://api.spotify.com/v1/audio-analysis/0ATmjiSoHDCHeeQ9FcvZOW,252133,4
0AVwOQcCfIatMrKTzQvu3u,When We Were Hooligans,The Morland EP,Louis Dunford,Matt Music,0.736,0.572,4,-8.159,1,0.0834,0.496,0.0,0.0855,0.714,139.796,audio_features,spotify:track:0AVwOQcCfIatMrKTzQvu3u,https://api.spotify.com/v1/tracks/0AVwOQcCfIatMrKTzQvu3u,https://api.spotify.com/v1/audio-analysis/0AVwOQcCfIatMrKTzQvu3u,215117,4
0B0jhczWfIdjY0p4KY1ArL,Another You (feat. Kanye West),The 7th Day,The WRLDFMS Tony Williams,Matt Music,0.427,0.649,2,-5.324,1,0.105,0.0305,0.0,0.0991,0.213,133.965,audio_features,spotify:track:0B0jhczWfIdjY0p4KY1ArL,https://api.spotify.com/v1/tracks/0B0jhczWfIdjY0p4KY1ArL,https://api.spotify.com/v1/audio-analysis/0B0jhczWfIdjY0p4KY1ArL,262987,4
0B5OTb36fzLayn6XQHg5A1,Scholarships,What A Time To Be Alive,Drake,SHOTCLOCK BANGERS,0.739,0.416,0,-9.319,0,0.285,0.0966,1.27e-05,0.1,0.259,109.168,audio_features,spotify:track:0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,209288,4
0BJTbkmrB2Y4E9M8qVzbYZ,Feel It All Around,Life Of Leisure,Washed Out,Matt Music,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,audio_features,spotify:track:0BJTbkmrB2Y4E9M8qVzbYZ,https://api.spotify.com/v1/tracks/0BJTbkmrB2Y4E9M8qVzbYZ,https://api.spotify.com/v1/audio-analysis/0BJTbkmrB2Y4E9M8qVzbYZ,192080,4
0BiK5BbYNFLb88CCOxBFJe,LUMBERJACK,CALL ME IF YOU GET LOST,"Tyler, The Creator",Matt Music,0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,audio_features,spotify:track:0BiK5BbYNFLb88CCOxBFJe,https://api.spotify.com/v1/tracks/0BiK5BbYNFLb88CCOxBFJe,https://api.spotify.com/v1/audio-analysis/0BiK5BbYNFLb88CCOxBFJe,138312,4
0BvV6bfJrzUgmT18lAgpeA,Late Night In Kauai,Kauai,Childish Gambino,Matt Music,0.792,0.416,7,-14.206,1,0.288,0.75,0.211,0.109,0.341,91.909,audio_features,spotify:track:0BvV6bfJrzUgmT18lAgpeA,https://api.spotify.com/v1/tracks/0BvV6bfJrzUgmT18lAgpeA,https://api.spotify.com/v1/audio-analysis/0BvV6bfJrzUgmT18lAgpeA,289987,4
0CjJqkWOpIUXdem5hUcxAk,Momma,To Pimp A Butterfly,Kendrick Lamar,Matt Music,0.615,0.743,1,-4.58,1,0.325,0.254,0.0,0.665,0.515,111.914,audio_features,spotify:track:0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/tracks/0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/audio-analysis/0CjJqkWOpIUXdem5hUcxAk,283120,5
0D21XvHcVsIvJM6FcGY2BT,OOOUUU,OOOUUU,Young M.A,Matt Music,0.64,0.819,7,-4.108,1,0.455,0.533,0.0,0.156,0.623,166.012,audio_features,spotify:track:0D21XvHcVsIvJM6FcGY2BT,https://api.spotify.com/v1/tracks/0D21XvHcVsIvJM6FcGY2BT,https://api.spotify.com/v1/audio-analysis/0D21XvHcVsIvJM6FcGY2BT,234526,4
0D5CXSUx8GOCHSY8KWgi9h,Yuck,Bobby Tarantino II,Logic,Matt Music,0.619,0.799,11,-5.517,0,0.379,0.17,0.0,0.17,0.709,156.158,audio_features,spotify:track:0D5CXSUx8GOCHSY8KWgi9h,https://api.spotify.com/v1/tracks/0D5CXSUx8GOCHSY8KWgi9h,https://api.spotify.com/v1/audio-analysis/0D5CXSUx8GOCHSY8KWgi9h,173693,4
0DcBQ7dMhCMvk9t6L4XI7G,D/vision,The Never Story,JID,Matt Music,0.761,0.728,0,-7.586,1,0.485,0.561,0.0,0.181,0.938,83.8,audio_features,spotify:track:0DcBQ7dMhCMvk9t6L4XI7G,https://api.spotify.com/v1/tracks/0DcBQ7dMhCMvk9t6L4XI7G,https://api.spotify.com/v1/audio-analysis/0DcBQ7dMhCMvk9t6L4XI7G,265883,4
0EM0yABJzbFOvZQkfvuvCy,TOGETHER,99.9%,KAYTRANADA,Matt Music,0.825,0.694,1,-7.604,1,0.177,0.0247,0.0124,0.356,0.809,112.017,audio_features,spotify:track:0EM0yABJzbFOvZQkfvuvCy,https://api.spotify.com/v1/tracks/0EM0yABJzbFOvZQkfvuvCy,https://api.spotify.com/v1/audio-analysis/0EM0yABJzbFOvZQkfvuvCy,197240,4
0ERnYArznxdTBEIj1VSta8,man i is,No Pressure,Logic,Matt Music,0.754,0.778,10,-2.745,0,0.134,0.365,6.96e-05,0.152,0.95,74.999,audio_features,spotify:track:0ERnYArznxdTBEIj1VSta8,https://api.spotify.com/v1/tracks/0ERnYArznxdTBEIj1VSta8,https://api.spotify.com/v1/audio-analysis/0ERnYArznxdTBEIj1VSta8,269232,4
